Source;Frame;Fix Frame;Frame Period;Parameter;Size (bits);Charge (bps);Fix param in frame;4WD;4WS;ACU;ADAS;ADB;ANC;ATCU;ATCU_eDCT;AUDIOamp;AVM;BCM;BMS_12V;BSG;BSWL;BSWR;CPLC;DOP_RES;DOP_SECU;DOP_TCU;DSMU;DSU;DTOOL;EBA;ECM;EPKB;EPS;ESCL;EVAP;FrCamera;HECM;HEVC;HFM;HUD;HVAC;IDM;IVI;MagicFolding;MBL;METER;PBD;PSCU;RADAR;SceneRecorder;SCU;SONAR;TCU;USM;VADA;VDC;VSP;GW
HEVC;HEVC_A4;0;100;BatVEShutDownAlert;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;
HEVC;HEVC_A4;0;100;DeIcingAuthorisation;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;
HEVC;HEVC_A4;0;100;HVBatteryCoolingState;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;
HEVC;HEVC_A4;0;100;TankDepressurizationAuthoriz;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_A4;0;100;GearShiftinProgress;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;
HEVC;HEVC_A4;0;100;VehicleTractionMode;3;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;100;;
HEVC;HEVC_A4;0;100;HVBatteryEvaporatorTempMeasure;10;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;
HEVC;HEVC_A4;0;100;HVBatteryWaterTempSetPoint;6;60;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;
HEVC;HEVC_A4;0;100;HVBatteryCoolingLoopTemperature;8;80;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;100;;;;;
HEVC;HEVC_A4;0;100;WaterHeaterPowerTemperature;7;70;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_A4;0;100;WaterHeaterLoopModeStatus;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;;;;;;;;;;;;;;;;;
HEVC;HEVC_A4;0;100;HVPTC_ON_permission;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;;;;;;;;;;;;;;;;;
HEVC;HEVC_A4;0;100;HVchargerStatus;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;100;;;;
HEVC;HEVC_A4;0;100;AnticipatedElectricGearChange;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;
HEVC;HEVC_A4;0;100;eACinsulationAuthorization;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;;;;;;
HEVC;HEVC_A4;0;100;ChargingPlugStatus;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;
HEVC;HEVC_A4;0;100;HV_ePTC_FreezeRequest;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;
HEVC;HEVC_A5;0;10;CRC_HEVC_A5;8;800;1;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;10;;
HEVC;HEVC_A5;0;10;Clock_HEVC_A5;4;400;1;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;10;;
HEVC;HEVC_A5;0;10;ElecMachineSpeed;12;1200;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;10;;
HEVC;HEVC_A5;0;10;ElecBrakeWheelTorqueApplied;13;1300;1;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;10;;
HEVC;HEVC_A5;0;10;ElecBrakeTorqueActuatorStatus;2;200;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;10;;
HEVC;HEVC_A5;0;10;ElecBrakeWheelMaxPotentialTorque;13;1300;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;
HEVC;HEVC_A6;0;500;ZEVModeCancelMessage;5;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
HEVC;HEVC_A6;0;500;ElecMachineOverSpeed;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
HEVC;HEVC_A6;0;500;RIsolFailureAlert;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
HEVC;HEVC_A6;0;500;OpenChargeFlapWarning;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
HEVC;HEVC_A6;0;500;HEV_FailureAlertDisplayRequest;4;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
HEVC;HEVC_A6;0;500;HybridColdStartAlert;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
HEVC;HEVC_A6;0;500;ModeEcoIncitationPrompt;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;500;;;;;;;;;;;;
HEVC;HEVC_A6;0;500;PWT_PowerLimitationAlert;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
HEVC;HEVC_A6;0;500;PredictiveRegenActivationState;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
HEVC;HEVC_A6;0;500;BMS_HVNetworkVoltageDisplay;9;18;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;
HEVC;HEVC_A6;0;500;RecupBrakingLevelStatus;3;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_A6;0;500;PresoakCustomerFeedback;3;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;
HEVC;HEVC_A6;0;500;ChargeProhibitionByRentalDisplay;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;500;;;;;;;3000;;;;;
HEVC;HEVC_A6;0;500;ChargeTimeForSOCtargetDest;9;18;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;500;;;;;
HEVC;HEVC_A6;0;500;DCDCInputPower_HEVC;6;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;;;;;;;;;;;;;;;
HEVC;HEVC_A6;0;500;RangeSaverState;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;500;;;;;;;500;;;;;
HEVC;HEVC_A6;0;500;ChargingAlert_v2;4;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;500;;;;;
HEVC;HEVC_A6;0;500;ChargeTimeIndexReachibilityFbk;4;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;
HEVC;HEVC_A6;0;500;ChargeAvailable;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;500;;;;;
HEVC;HEVC_A6;0;500;CHGalertSpotCharge;3;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
HEVC;HEVC_A6;0;500;ElectricalTractionAvailability;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;500;;;;;;;;;;;;
HEVC;HEVC_A6;0;500;ParkBrakePositionRequestedDisplay;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
HEVC;HEVC_A6;0;500;BMS_TiAlertDisplay;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
HEVC;HEVC_R11;0;500;AuxConsumption_LastTrip;12;24;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
HEVC;HEVC_R11;0;500;EngineDryingDisplayRequest;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;
HEVC;HEVC_R11;0;500;AverageConsumptionICE_LastTrip;10;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R11;0;500;AverageConsumptionZEV_LastTrip;10;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;3000;;;;;
HEVC;HEVC_R11;0;500;VehicleAutonomyZEVdisplay;10;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;3000;;;;;;;3000;;;;;
HEVC;HEVC_R11;0;500;FreeDistanceZEV_LastTrip;13;26;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
HEVC;HEVC_R11;0;500;RangeSaverHvBatteryLevelTarget;7;14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;3000;;;;;;;;;;;;
HEVC;HEVC_R12;0;500;TotalConsumption_LastTrip;12;24;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;500;;;;;;;1000;;;;;
HEVC;HEVC_R12;0;500;TotalRecovery_LastTrip;12;24;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
HEVC;HEVC_R12;0;500;TotalDistanceHEV_LastTrip;17;34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R12;0;500;TotalDistanceZEV_LastTrip;17;34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R12;0;500;EnergyMode;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
HEVC;HEVC_R13;0;10;Combo_EVTargetVoltage;14;1400;0;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R13;0;10;Combo_EVTargetCurrent;12;1200;0;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R13;0;10;Combo_EVReady;1;100;0;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R14;0;100;Combo_EVMaximumVoltageLimit;14;140;0;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R14;0;100;Combo_BulkChargingComplete;1;10;0;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R14;0;100;Combo_ChargingComplete;1;10;0;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R14;0;100;Combo_EVMaximumCurrentLimit;12;120;0;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R14;0;100;Combo_EVchargeHLCRequest;4;40;0;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R14;0;100;Combo_EVMaximumPowerLimit;12;120;0;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R14;0;100;Combo_EVErrorCode;4;40;0;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R14;0;100;CPLC_ChargeProgress;3;30;0;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R14;0;100;CPLC_ChargingSession;2;20;0;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R14;0;100;CPLC_RequestedEnergyTransferMode;3;30;0;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R15;0;500;TripDistance_HEVC;17;34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R15;0;500;HVbatInstantInputPower_v2;11;22;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;500;;;;;
HEVC;HEVC_R15;0;500;TripAverageSpeed_HEVC;12;24;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R15;0;500;InstantConsumptionZEVdisplay;10;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;500;;;;;;;;;;;;
HEVC;HEVC_R15;0;500;HVchargeDisplay;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
HEVC;HEVC_R15;0;500;HVchargeDisplayState;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;;;;
HEVC;HEVC_R15;0;500;PowerRelayState_HEVC;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R16;0;200;HeatLoopWaterTemp;8;40;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;;;;;;;;;;;;;;;;;
HEVC;HEVC_R16;0;200;BMS_HVNetworkVoltageMeasured;9;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;;;;;;;;;;;;;;;;;
HEVC;HEVC_R16;0;200;HeatLoopPumpStatus;1;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;;;;;;;;;;;;;;;;;
HEVC;HEVC_R17;0;100;ElecPowerDisplay;8;80;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R17;0;100;MaxElecPowerDisplay;7;70;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
HEVC;HEVC_R17;0;100;HVBatteryEnergyCap_Reachability;11;110;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;
HEVC;HEVC_R17;0;100;AvailableEnergy_HEVC;11;110;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;3000;;;;;
HEVC;HEVC_R17;0;100;MaxElecPowerStatusDisplay;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
HEVC;HEVC_R17;0;100;LCB_GBfailureDisplay;4;40;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
HEVC;HEVC_R17;0;100;EcoModePWTcancelReq;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
HEVC;HEVC_R18;0;100;OBDPidRolBuf;16;160;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R18;0;100;OBDPidRolBufInd;4;40;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R18;0;100;OBDPrmtDelCdn;1;10;0;;;;;;;;100;;;;;;;;;;;;;;;100;;;;;100;;;;;;;;;;;;;;;;;;;;;100;;
HEVC;HEVC_R18;0;100;OBDWarmUpCycleDet;1;10;0;;;;;;;;100;;;;;;;;;;;;;;;100;;;;;100;;;;;;;;;;;;;;;;;;;;;100;;
HEVC;HEVC_R18;0;100;OBD_Ready_On;1;10;0;;;;;;;;100;;;;;;;;;;;;;;;100;;;;;100;;;;;;;;;;;;;;;;;;;;;100;;
HEVC;HEVC_R18;0;100;PurgeValve2Command;8;80;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R18;0;100;DrainCutValveRequest;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R18;0;100;LeakDetectionPumpRequest;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R18;0;100;BypassValveRequest;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R18;0;100;TankClosedValveRequest;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R18;0;100;PurgeControlAuthorization;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R18;0;100;ICE_OBD_IUMPR_EvapDenominator;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R18;0;100;EngineCalculatedLoad;9;90;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;
HEVC;HEVC_R18;0;100;EngineAbsoluteLoad;16;160;0;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R20;0;3000;EVchargingProfileSlotNumber;5;1.66666666666667;0;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R20;0;3000;EVchargingProfileStatus;3;1;0;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R20;0;3000;EVchargingProfileDuration;14;4.66666666666667;0;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R20;0;3000;CPLC_ToggleStatus;2;0.666666666666667;0;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R20;0;3000;EVchargingProfilePower;11;3.66666666666667;0;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R20;0;3000;EPOIspotInstantPowerMeasured;9;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;;;;
HEVC;HEVC_R7;0;3000;FreeDistanceZEV_LastCharge;13;4.33333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R7;0;3000;HVbatteryChargeType;3;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
HEVC;HEVC_R7;0;3000;AverageConsumptionICE_LastCharge;10;3.33333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R7;0;3000;AverageConsumptionZEV_LastCharge;10;3.33333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R7;0;3000;AuxConsumption_LastCharge;12;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R7;0;3000;HVB_MaxCapacity_HEVC;11;3.66666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;3000;;;;;
HEVC;HEVC_R9;0;500;AuxConsumption_LastRefuel;12;24;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R9;0;500;AverageConsumptionICE_LastRefuel;10;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R9;0;500;AverageConsumptionZEV_LastRefuel;10;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R9;0;500;HVchargeInterruptionDelay;8;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;
HEVC;HEVC_R9;0;500;VehicleAutonomyHEVdisplay;10;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;;;;;
HEVC;HEVC_R9;0;500;FreeDistanceZEV_LastRefuel;13;26;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_R9;0;500;HVchargeInterruptionDisplay;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
HEVC;HEVC_eDCT_R1;0;10;CRC_ECM_eDCT_R1;8;800;1;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_eDCT_R1;0;10;Clock_ECM_eDCT_R1;4;400;1;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_eDCT_R1;0;10;hECM_StartStopStatus_v2_PT;4;400;1;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_eDCT_R1;0;10;eDCT_GearST1Request;3;300;1;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_eDCT_R1;0;10;eDCT_GearST2Request;3;300;1;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_eDCT_R1;0;10;eDCT_Clutch1Request;2;200;1;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_eDCT_R1;0;10;eDCT_Clutch2Request;2;200;1;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_eDCT_R1;0;10;ICE_FirstIgnitionExperience_PT;1;100;1;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_eDCT_R1;0;10;ElectricalEngineState;1;100;1;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_eDCT_R1;0;10;ICE_MechanicalLoadRequest_PT;1;100;1;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_eDCT_R1;0;10;MaximumStaticTorque_v2;10;1000;1;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_eDCT_R1;0;10;MinimumBasicICETorque_v2;10;1000;1;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_eDCT_R1;0;10;eDCT_StartingAuthorization;2;200;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;
HEVC;HEVC_eDCT_R1;0;10;eDCT_EngineNotDrivenLimitTorque;8;800;1;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_eDCT_R2;0;10;CRC_ECM_eDCT_R2;8;800;1;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_eDCT_R2;0;10;Clock_ECM_eDCT_R2;4;400;1;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_eDCT_R2;0;10;eDCT_EngineTorque_WithoutTMReq;12;1200;1;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_eDCT_R2;0;10;eDCT_WheelTorque_WithoutTMreq;12;1200;1;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_eDCT_R2;0;10;eDCT_CrankingTorque;12;1200;1;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_eDCT_R2;0;10;eDCT_StartType;3;300;1;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_eDCT_R2;0;10;EM_TorqueRequest_WithoutTMReq;13;1300;1;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HFM;HFM_A1;0;100;Clock_HFM_A1;4;40;1;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HFM;HFM_A1;0;100;UserIdent_RKE;3;30;1;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HFM;HFM_A1;0;100;HFMBatTempoRequest;1;10;1;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HFM;HFM_A1;0;100;HandFreeCode;16;160;1;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HFM;HFM_A1;0;100;HFM_RKE_Request;5;50;1;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HFM;HFM_A1;0;100;iKeyFobAuthentStatus;3;30;1;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HFM;HFM_A1;0;100;UserIdent_HandFree;3;30;1;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HFM;HFM_A1;0;100;TrunkCancelSwitchState;1;10;1;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HFM;HFM_A1;0;100;HFM_Refuse to Sleep;2;20;1;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
